toolset,tool,scenario_id,desc_id,user_level,description
canu,canu,canu_07,canu_07_sy,sysadmin,Use canu to assemble a human genome from Oxford Nanopore reads with normal overlap sensitivity for a balanced trade-off between sensitivity and runtime to sequences.fastq.gz
canu,canu,canu_08,canu_08_or,original,assemble a bacterial genome from Oxford Nanopore reads stopping if coverage drops below 5x with 16 threads and 64 GB memory to sequences.fastq.gz
canu,canu,canu_08,canu_08_be,beginner,How do I assemble a bacterial genome from Oxford Nanopore reads stopping if coverage drops below 5x with 16 threads and 64 GB memory to sequences.fastq.gz?
canu,canu,canu_08,canu_08_st,student,I need to assemble a bacterial genome from Oxford Nanopore reads stopping if coverage drops below 5x with 16 threads and 64 GB memory to sequences.fastq.gz
canu,canu,canu_08,canu_08_po,polite,Please assemble a bacterial genome from Oxford Nanopore reads stopping if coverage drops below 5x with 16 threads and 64 GB memory to sequences.fastq.gz
canu,canu,canu_08,canu_08_sy,sysadmin,Use canu to assemble a bacterial genome from Oxford Nanopore reads stopping if coverage drops below 5x with 16 threads and 64 GB memory to sequences.fastq.gz
canu,canu,canu_09,canu_09_or,original,assemble a bacterial genome from Oxford Nanopore reads with a custom corrected read error rate of 0.105 for higher-accuracy assemblies to sequences.fastq.gz
canu,canu,canu_09,canu_09_be,beginner,How do I assemble a bacterial genome from Oxford Nanopore reads with a custom corrected read error rate of 0.105 for higher-accuracy assemblies to sequences.fastq.gz?
canu,canu,canu_09,canu_09_st,student,I need to assemble a bacterial genome from Oxford Nanopore reads with a custom corrected read error rate of 0.105 for higher-accuracy assemblies to sequences.fastq.gz
canu,canu,canu_09,canu_09_po,polite,Please assemble a bacterial genome from Oxford Nanopore reads with a custom corrected read error rate of 0.105 for higher-accuracy assemblies to sequences.fastq.gz
canu,canu,canu_09,canu_09_sy,sysadmin,Use canu to assemble a bacterial genome from Oxford Nanopore reads with a custom corrected read error rate of 0.105 for higher-accuracy assemblies to sequences.fastq.gz
canu,canu,canu_10,canu_10_or,original,run TrioCanu haplotype-specific assembly from nanopore reads using parental Illumina reads for haplotype assignment to maternal.fq.gz and paternal.fq.gz and sequences.fastq.gz
canu,canu,canu_10,canu_10_be,beginner,How do I run TrioCanu haplotype-specific assembly from nanopore reads using parental Illumina reads for haplotype assignment to maternal.fq.gz and paternal.fq.gz and sequences.fastq.gz?
canu,canu,canu_10,canu_10_st,student,I need to run TrioCanu haplotype-specific assembly from nanopore reads using parental Illumina reads for haplotype assignment to maternal.fq.gz and paternal.fq.gz and sequences.fastq.gz
canu,canu,canu_10,canu_10_po,polite,Please run TrioCanu haplotype-specific assembly from nanopore reads using parental Illumina reads for haplotype assignment to maternal.fq.gz and paternal.fq.gz and sequences.fastq.gz
canu,canu,canu_10,canu_10_sy,sysadmin,Use canu to run TrioCanu haplotype-specific assembly from nanopore reads using parental Illumina reads for haplotype assignment to maternal.fq.gz and paternal.fq.gz and sequences.fastq.gz
cellsnp-lite,cellsnp-lite,cellsnp-lite_01,cellsnp-lite_01_or,original,pileup known SNPs from in_snps.vcf.gz in a single-cell BAM scrnaseq.bam using cell barcodes from in_barcodes.tsv requiring minimum allele frequency 0.1 and minimum count 20
cellsnp-lite,cellsnp-lite,cellsnp-lite_01,cellsnp-lite_01_be,beginner,How do I pileup known SNPs from in_snps.vcf.gz in a single-cell BAM scrnaseq.bam using cell barcodes from in_barcodes.tsv requiring minimum allele frequency 0.1 and minimum count 20?
cellsnp-lite,cellsnp-lite,cellsnp-lite_01,cellsnp-lite_01_st,student,I need to pileup known SNPs from in_snps.vcf.gz in a single-cell BAM scrnaseq.bam using cell barcodes from in_barcodes.tsv requiring minimum allele frequency 0.1 and minimum count 20
cellsnp-lite,cellsnp-lite,cellsnp-lite_01,cellsnp-lite_01_po,polite,Please pileup known SNPs from in_snps.vcf.gz in a single-cell BAM scrnaseq.bam using cell barcodes from in_barcodes.tsv requiring minimum allele frequency 0.1 and minimum count 20
cellsnp-lite,cellsnp-lite,cellsnp-lite_01,cellsnp-lite_01_sy,sysadmin,Use cellsnp-lite to pileup known SNPs from in_snps.vcf.gz in a single-cell BAM scrnaseq.bam using cell barcodes from in_barcodes.tsv requiring minimum allele frequency 0.1 and minimum count 20
cellsnp-lite,cellsnp-lite,cellsnp-lite_02,cellsnp-lite_02_or,original,pileup SNPs from in_snps.vcf.gz in scrnaseq.bam with UMI-tagged reads using the UB tag and output genotype calls in cellsnp_out to in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_02,cellsnp-lite_02_be,beginner,How do I pileup SNPs from in_snps.vcf.gz in scrnaseq.bam with UMI-tagged reads using the UB tag and output genotype calls in cellsnp_out to in_barcodes.tsv?
cellsnp-lite,cellsnp-lite,cellsnp-lite_02,cellsnp-lite_02_st,student,I need to pileup SNPs from in_snps.vcf.gz in scrnaseq.bam with UMI-tagged reads using the UB tag and output genotype calls in cellsnp_out to in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_02,cellsnp-lite_02_po,polite,Please pileup SNPs from in_snps.vcf.gz in scrnaseq.bam with UMI-tagged reads using the UB tag and output genotype calls in cellsnp_out to in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_02,cellsnp-lite_02_sy,sysadmin,Use cellsnp-lite to pileup SNPs from in_snps.vcf.gz in scrnaseq.bam with UMI-tagged reads using the UB tag and output genotype calls in cellsnp_out to in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_03,cellsnp-lite_03_or,original,pileup SNPs from in_snps.vcf.gz in a bulk WGS BAM in_bulk.bam without cell barcodes using a lower allele frequency threshold of 0.05
cellsnp-lite,cellsnp-lite,cellsnp-lite_03,cellsnp-lite_03_be,beginner,How do I pileup SNPs from in_snps.vcf.gz in a bulk WGS BAM in_bulk.bam without cell barcodes using a lower allele frequency threshold of 0.05?
cellsnp-lite,cellsnp-lite,cellsnp-lite_03,cellsnp-lite_03_st,student,I need to pileup SNPs from in_snps.vcf.gz in a bulk WGS BAM in_bulk.bam without cell barcodes using a lower allele frequency threshold of 0.05
cellsnp-lite,cellsnp-lite,cellsnp-lite_03,cellsnp-lite_03_po,polite,Please pileup SNPs from in_snps.vcf.gz in a bulk WGS BAM in_bulk.bam without cell barcodes using a lower allele frequency threshold of 0.05
cellsnp-lite,cellsnp-lite,cellsnp-lite_03,cellsnp-lite_03_sy,sysadmin,Use cellsnp-lite to pileup SNPs from in_snps.vcf.gz in a bulk WGS BAM in_bulk.bam without cell barcodes using a lower allele frequency threshold of 0.05
cellsnp-lite,cellsnp-lite,cellsnp-lite_04,cellsnp-lite_04_or,original,restrict the SNP pileup from scrnaseq.bam and in_barcodes.tsv to chromosome 1 only to reduce runtime and memory usage to in_snps.vcf.gz
cellsnp-lite,cellsnp-lite,cellsnp-lite_04,cellsnp-lite_04_be,beginner,How do I restrict the SNP pileup from scrnaseq.bam and in_barcodes.tsv to chromosome 1 only to reduce runtime and memory usage to in_snps.vcf.gz?
cellsnp-lite,cellsnp-lite,cellsnp-lite_04,cellsnp-lite_04_st,student,I need to restrict the SNP pileup from scrnaseq.bam and in_barcodes.tsv to chromosome 1 only to reduce runtime and memory usage to in_snps.vcf.gz
cellsnp-lite,cellsnp-lite,cellsnp-lite_04,cellsnp-lite_04_po,polite,Please restrict the SNP pileup from scrnaseq.bam and in_barcodes.tsv to chromosome 1 only to reduce runtime and memory usage to in_snps.vcf.gz
cellsnp-lite,cellsnp-lite,cellsnp-lite_04,cellsnp-lite_04_sy,sysadmin,Use cellsnp-lite to restrict the SNP pileup from scrnaseq.bam and in_barcodes.tsv to chromosome 1 only to reduce runtime and memory usage to in_snps.vcf.gz
cellsnp-lite,cellsnp-lite,cellsnp-lite_05,cellsnp-lite_05_or,original,use streaming mode with -T for the SNP panel in_snps.vcf.gz to process large input VCFs without index jumping in scrnaseq.bam to in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_05,cellsnp-lite_05_be,beginner,How do I use streaming mode with -T for the SNP panel in_snps.vcf.gz to process large input VCFs without index jumping in scrnaseq.bam to in_barcodes.tsv?
cellsnp-lite,cellsnp-lite,cellsnp-lite_05,cellsnp-lite_05_st,student,I need to use streaming mode with -T for the SNP panel in_snps.vcf.gz to process large input VCFs without index jumping in scrnaseq.bam to in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_05,cellsnp-lite_05_po,polite,Please use streaming mode with -T for the SNP panel in_snps.vcf.gz to process large input VCFs without index jumping in scrnaseq.bam to in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_05,cellsnp-lite_05_sy,sysadmin,Use cellsnp-lite to use streaming mode with -T for the SNP panel in_snps.vcf.gz to process large input VCFs without index jumping in scrnaseq.bam to in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_06,cellsnp-lite_06_or,original,pileup SNPs from in_snps.vcf.gz across multiple bulk samples listed in in_bam_list.txt with corresponding sample IDs from in_sample_ids.txt
cellsnp-lite,cellsnp-lite,cellsnp-lite_06,cellsnp-lite_06_be,beginner,How do I pileup SNPs from in_snps.vcf.gz across multiple bulk samples listed in in_bam_list.txt with corresponding sample IDs from in_sample_ids.txt?
cellsnp-lite,cellsnp-lite,cellsnp-lite_06,cellsnp-lite_06_st,student,I need to pileup SNPs from in_snps.vcf.gz across multiple bulk samples listed in in_bam_list.txt with corresponding sample IDs from in_sample_ids.txt
cellsnp-lite,cellsnp-lite,cellsnp-lite_06,cellsnp-lite_06_po,polite,Please pileup SNPs from in_snps.vcf.gz across multiple bulk samples listed in in_bam_list.txt with corresponding sample IDs from in_sample_ids.txt
cellsnp-lite,cellsnp-lite,cellsnp-lite_06,cellsnp-lite_06_sy,sysadmin,Use cellsnp-lite to pileup SNPs from in_snps.vcf.gz across multiple bulk samples listed in in_bam_list.txt with corresponding sample IDs from in_sample_ids.txt
cellsnp-lite,cellsnp-lite,cellsnp-lite_07,cellsnp-lite_07_or,original,genotype cells in scrnaseq.bam while counting alleles from in_snps.vcf.gz with barcodes from in_barcodes.tsv and gzip the output
cellsnp-lite,cellsnp-lite,cellsnp-lite_07,cellsnp-lite_07_be,beginner,How do I genotype cells in scrnaseq.bam while counting alleles from in_snps.vcf.gz with barcodes from in_barcodes.tsv and gzip the output?
cellsnp-lite,cellsnp-lite,cellsnp-lite_07,cellsnp-lite_07_st,student,I need to genotype cells in scrnaseq.bam while counting alleles from in_snps.vcf.gz with barcodes from in_barcodes.tsv and gzip the output
cellsnp-lite,cellsnp-lite,cellsnp-lite_07,cellsnp-lite_07_po,polite,Please genotype cells in scrnaseq.bam while counting alleles from in_snps.vcf.gz with barcodes from in_barcodes.tsv and gzip the output
cellsnp-lite,cellsnp-lite,cellsnp-lite_07,cellsnp-lite_07_sy,sysadmin,Use cellsnp-lite to genotype cells in scrnaseq.bam while counting alleles from in_snps.vcf.gz with barcodes from in_barcodes.tsv and gzip the output
cellsnp-lite,cellsnp-lite,cellsnp-lite_08,cellsnp-lite_08_or,original,use streaming mode with the SNP panel in_snps.vcf.gz for the aligned reads in scrnaseq.bam and barcodes in in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_08,cellsnp-lite_08_be,beginner,How do I use streaming mode with the SNP panel in_snps.vcf.gz for the aligned reads in scrnaseq.bam and barcodes in in_barcodes.tsv?
cellsnp-lite,cellsnp-lite,cellsnp-lite_08,cellsnp-lite_08_st,student,I need to use streaming mode with the SNP panel in_snps.vcf.gz for the aligned reads in scrnaseq.bam and barcodes in in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_08,cellsnp-lite_08_po,polite,Please use streaming mode with the SNP panel in_snps.vcf.gz for the aligned reads in scrnaseq.bam and barcodes in in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_08,cellsnp-lite_08_sy,sysadmin,Use cellsnp-lite to use streaming mode with the SNP panel in_snps.vcf.gz for the aligned reads in scrnaseq.bam and barcodes in in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_09,cellsnp-lite_09_or,original,pileup SNPs from in_snps.vcf.gz in scrnaseq.bam without UMI counting using read-level allele counts with barcodes from in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_09,cellsnp-lite_09_be,beginner,How do I pileup SNPs from in_snps.vcf.gz in scrnaseq.bam without UMI counting using read-level allele counts with barcodes from in_barcodes.tsv?
cellsnp-lite,cellsnp-lite,cellsnp-lite_09,cellsnp-lite_09_st,student,I need to pileup SNPs from in_snps.vcf.gz in scrnaseq.bam without UMI counting using read-level allele counts with barcodes from in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_09,cellsnp-lite_09_po,polite,Please pileup SNPs from in_snps.vcf.gz in scrnaseq.bam without UMI counting using read-level allele counts with barcodes from in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_09,cellsnp-lite_09_sy,sysadmin,Use cellsnp-lite to pileup SNPs from in_snps.vcf.gz in scrnaseq.bam without UMI counting using read-level allele counts with barcodes from in_barcodes.tsv
cellsnp-lite,cellsnp-lite,cellsnp-lite_10,cellsnp-lite_10_or,original,pileup SNPs from in_snps.vcf.gz across multiple samples listed in in_bam_list.txt with sample IDs from in_sample_ids.txt for bulk multi-sample analysis
cellsnp-lite,cellsnp-lite,cellsnp-lite_10,cellsnp-lite_10_be,beginner,How do I pileup SNPs from in_snps.vcf.gz across multiple samples listed in in_bam_list.txt with sample IDs from in_sample_ids.txt for bulk multi-sample analysis?
cellsnp-lite,cellsnp-lite,cellsnp-lite_10,cellsnp-lite_10_st,student,I need to pileup SNPs from in_snps.vcf.gz across multiple samples listed in in_bam_list.txt with sample IDs from in_sample_ids.txt for bulk multi-sample analysis
cellsnp-lite,cellsnp-lite,cellsnp-lite_10,cellsnp-lite_10_po,polite,Please pileup SNPs from in_snps.vcf.gz across multiple samples listed in in_bam_list.txt with sample IDs from in_sample_ids.txt for bulk multi-sample analysis
cellsnp-lite,cellsnp-lite,cellsnp-lite_10,cellsnp-lite_10_sy,sysadmin,Use cellsnp-lite to pileup SNPs from in_snps.vcf.gz across multiple samples listed in in_bam_list.txt with sample IDs from in_sample_ids.txt for bulk multi-sample analysis
centrifuge,centrifuge,centrifuge_01,centrifuge_01_or,original,classify paired-end reads reads_1.fq.gz and reads_2.fq.gz against the NCBI nucleotide index and write classification results to in_output.tsv with a Kraken-style report from /databases/nt and in_report.tsv
centrifuge,centrifuge,centrifuge_01,centrifuge_01_be,beginner,How do I classify paired-end reads reads_1.fq.gz and reads_2.fq.gz against the NCBI nucleotide index and write classification results to in_output.tsv with a Kraken-style report from /databases/nt and in_report.tsv?
centrifuge,centrifuge,centrifuge_01,centrifuge_01_st,student,I need to classify paired-end reads reads_1.fq.gz and reads_2.fq.gz against the NCBI nucleotide index and write classification results to in_output.tsv with a Kraken-style report from /databases/nt and in_report.tsv
centrifuge,centrifuge,centrifuge_01,centrifuge_01_po,polite,Please classify paired-end reads reads_1.fq.gz and reads_2.fq.gz against the NCBI nucleotide index and write classification results to in_output.tsv with a Kraken-style report from /databases/nt and in_report.tsv
centrifuge,centrifuge,centrifuge_01,centrifuge_01_sy,sysadmin,Use centrifuge to classify paired-end reads reads_1.fq.gz and reads_2.fq.gz against the NCBI nucleotide index and write classification results to in_output.tsv with a Kraken-style report from /databases/nt and in_report.tsv
centrifuge,centrifuge,centrifuge_02,centrifuge_02_or,original,classify single-end reads sequences.fq.gz against a bacterial and archaeal genome index for microbial community profiling from /databases/bacteria_archaea and in_output.tsv and in_report.tsv
centrifuge,centrifuge,centrifuge_02,centrifuge_02_be,beginner,How do I classify single-end reads sequences.fq.gz against a bacterial and archaeal genome index for microbial community profiling from /databases/bacteria_archaea and in_output.tsv and in_report.tsv?
centrifuge,centrifuge,centrifuge_02,centrifuge_02_st,student,I need to classify single-end reads sequences.fq.gz against a bacterial and archaeal genome index for microbial community profiling from /databases/bacteria_archaea and in_output.tsv and in_report.tsv
centrifuge,centrifuge,centrifuge_02,centrifuge_02_po,polite,Please classify single-end reads sequences.fq.gz against a bacterial and archaeal genome index for microbial community profiling from /databases/bacteria_archaea and in_output.tsv and in_report.tsv
centrifuge,centrifuge,centrifuge_02,centrifuge_02_sy,sysadmin,Use centrifuge to classify single-end reads sequences.fq.gz against a bacterial and archaeal genome index for microbial community profiling from /databases/bacteria_archaea and in_output.tsv and in_report.tsv
centrifuge,centrifuge-build,centrifuge_03,centrifuge_03_or,original,build a custom Centrifuge index from genomes.fa using NCBI taxonomy files for species-level pathogen detection to names.dmp and nodes.dmp and seqid2taxid.map
centrifuge,centrifuge-build,centrifuge_03,centrifuge_03_be,beginner,How do I build a custom Centrifuge index from genomes.fa using NCBI taxonomy files for species-level pathogen detection to names.dmp and nodes.dmp and seqid2taxid.map?
centrifuge,centrifuge-build,centrifuge_03,centrifuge_03_st,student,I need to build a custom Centrifuge index from genomes.fa using NCBI taxonomy files for species-level pathogen detection to names.dmp and nodes.dmp and seqid2taxid.map
centrifuge,centrifuge-build,centrifuge_03,centrifuge_03_po,polite,Please build a custom Centrifuge index from genomes.fa using NCBI taxonomy files for species-level pathogen detection to names.dmp and nodes.dmp and seqid2taxid.map
centrifuge,centrifuge-build,centrifuge_03,centrifuge_03_sy,sysadmin,Use centrifuge-build to build a custom Centrifuge index from genomes.fa using NCBI taxonomy files for species-level pathogen detection to names.dmp and nodes.dmp and seqid2taxid.map
centrifuge,centrifuge,centrifuge_04,centrifuge_04_or,original,classify paired-end reads against the nucleotide index excluding human host taxid 9606 with a 30 bp minimum hit length to detect pathogens from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_04,centrifuge_04_be,beginner,How do I classify paired-end reads against the nucleotide index excluding human host taxid 9606 with a 30 bp minimum hit length to detect pathogens from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv?
centrifuge,centrifuge,centrifuge_04,centrifuge_04_st,student,I need to classify paired-end reads against the nucleotide index excluding human host taxid 9606 with a 30 bp minimum hit length to detect pathogens from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_04,centrifuge_04_po,polite,Please classify paired-end reads against the nucleotide index excluding human host taxid 9606 with a 30 bp minimum hit length to detect pathogens from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_04,centrifuge_04_sy,sysadmin,Use centrifuge to classify paired-end reads against the nucleotide index excluding human host taxid 9606 with a 30 bp minimum hit length to detect pathogens from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_05,centrifuge_05_or,original,classify paired-end reads against the nucleotide index and emit SAM-format alignments for downstream analysis of novel sequences from /databases/nt and in_output.sam and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_05,centrifuge_05_be,beginner,How do I classify paired-end reads against the nucleotide index and emit SAM-format alignments for downstream analysis of novel sequences from /databases/nt and in_output.sam and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv?
centrifuge,centrifuge,centrifuge_05,centrifuge_05_st,student,I need to classify paired-end reads against the nucleotide index and emit SAM-format alignments for downstream analysis of novel sequences from /databases/nt and in_output.sam and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_05,centrifuge_05_po,polite,Please classify paired-end reads against the nucleotide index and emit SAM-format alignments for downstream analysis of novel sequences from /databases/nt and in_output.sam and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_05,centrifuge_05_sy,sysadmin,Use centrifuge to classify paired-end reads against the nucleotide index and emit SAM-format alignments for downstream analysis of novel sequences from /databases/nt and in_output.sam and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_06,centrifuge_06_or,original,classify paired-end reads against the nucleotide index reporting up to 5 primary assignments per read to handle multi-mapping taxa from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_06,centrifuge_06_be,beginner,How do I classify paired-end reads against the nucleotide index reporting up to 5 primary assignments per read to handle multi-mapping taxa from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv?
centrifuge,centrifuge,centrifuge_06,centrifuge_06_st,student,I need to classify paired-end reads against the nucleotide index reporting up to 5 primary assignments per read to handle multi-mapping taxa from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_06,centrifuge_06_po,polite,Please classify paired-end reads against the nucleotide index reporting up to 5 primary assignments per read to handle multi-mapping taxa from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_06,centrifuge_06_sy,sysadmin,Use centrifuge to classify paired-end reads against the nucleotide index reporting up to 5 primary assignments per read to handle multi-mapping taxa from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_07,centrifuge_07_or,original,classify paired-end reads against the nucleotide index and write pairs that did not align concordantly to unaligned.fq for de novo assembly from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_07,centrifuge_07_be,beginner,How do I classify paired-end reads against the nucleotide index and write pairs that did not align concordantly to unaligned.fq for de novo assembly from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv?
centrifuge,centrifuge,centrifuge_07,centrifuge_07_st,student,I need to classify paired-end reads against the nucleotide index and write pairs that did not align concordantly to unaligned.fq for de novo assembly from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_07,centrifuge_07_po,polite,Please classify paired-end reads against the nucleotide index and write pairs that did not align concordantly to unaligned.fq for de novo assembly from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_07,centrifuge_07_sy,sysadmin,Use centrifuge to classify paired-end reads against the nucleotide index and write pairs that did not align concordantly to unaligned.fq for de novo assembly from /databases/nt and in_output.tsv and reads_1.fq.gz and reads_2.fq.gz and in_report.tsv
centrifuge,centrifuge-kreport,centrifuge_08,centrifuge_08_or,original,convert Centrifuge classification output in_output.tsv into a Kraken-compatible report format using the nucleotide index from /databases/nt
centrifuge,centrifuge-kreport,centrifuge_08,centrifuge_08_be,beginner,How do I convert Centrifuge classification output in_output.tsv into a Kraken-compatible report format using the nucleotide index from /databases/nt?
centrifuge,centrifuge-kreport,centrifuge_08,centrifuge_08_st,student,I need to convert Centrifuge classification output in_output.tsv into a Kraken-compatible report format using the nucleotide index from /databases/nt
centrifuge,centrifuge-kreport,centrifuge_08,centrifuge_08_po,polite,Please convert Centrifuge classification output in_output.tsv into a Kraken-compatible report format using the nucleotide index from /databases/nt
centrifuge,centrifuge-kreport,centrifuge_08,centrifuge_08_sy,sysadmin,Use centrifuge-kreport to convert Centrifuge classification output in_output.tsv into a Kraken-compatible report format using the nucleotide index from /databases/nt
centrifuge,centrifuge-inspect,centrifuge_09,centrifuge_09_or,original,inspect the Centrifuge index at /databases/nt to display index metadata and taxonomy summary
centrifuge,centrifuge-inspect,centrifuge_09,centrifuge_09_be,beginner,How do I inspect the Centrifuge index at /databases/nt to display index metadata and taxonomy summary?
centrifuge,centrifuge-inspect,centrifuge_09,centrifuge_09_st,student,I need to inspect the Centrifuge index at /databases/nt to display index metadata and taxonomy summary
centrifuge,centrifuge-inspect,centrifuge_09,centrifuge_09_po,polite,Please inspect the Centrifuge index at /databases/nt to display index metadata and taxonomy summary
centrifuge,centrifuge-inspect,centrifuge_09,centrifuge_09_sy,sysadmin,Use centrifuge-inspect to inspect the Centrifuge index at /databases/nt to display index metadata and taxonomy summary
centrifuge,centrifuge,centrifuge_10,centrifuge_10_or,original,classify single-end reads against the nucleotide index with a 25 bp minimum hit length and a fixed random seed for reproducible results from /databases/nt and in_output.tsv and sequences.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_10,centrifuge_10_be,beginner,How do I classify single-end reads against the nucleotide index with a 25 bp minimum hit length and a fixed random seed for reproducible results from /databases/nt and in_output.tsv and sequences.fq.gz and in_report.tsv?
centrifuge,centrifuge,centrifuge_10,centrifuge_10_st,student,I need to classify single-end reads against the nucleotide index with a 25 bp minimum hit length and a fixed random seed for reproducible results from /databases/nt and in_output.tsv and sequences.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_10,centrifuge_10_po,polite,Please classify single-end reads against the nucleotide index with a 25 bp minimum hit length and a fixed random seed for reproducible results from /databases/nt and in_output.tsv and sequences.fq.gz and in_report.tsv
centrifuge,centrifuge,centrifuge_10,centrifuge_10_sy,sysadmin,Use centrifuge to classify single-end reads against the nucleotide index with a 25 bp minimum hit length and a fixed random seed for reproducible results from /databases/nt and in_output.tsv and sequences.fq.gz and in_report.tsv
checkm2,checkm2,checkm2_01,checkm2_01_or,original,estimate completeness and contamination of metagenome-assembled genomes in bins/ with fa extension using 16 threads
checkm2,checkm2,checkm2_01,checkm2_01_be,beginner,How do I estimate completeness and contamination of metagenome-assembled genomes in bins/ with fa extension using 16 threads?
checkm2,checkm2,checkm2_01,checkm2_01_st,student,I need to estimate completeness and contamination of metagenome-assembled genomes in bins/ with fa extension using 16 threads
checkm2,checkm2,checkm2_01,checkm2_01_po,polite,Please estimate completeness and contamination of metagenome-assembled genomes in bins/ with fa extension using 16 threads
checkm2,checkm2,checkm2_01,checkm2_01_sy,sysadmin,Use checkm2 to estimate completeness and contamination of metagenome-assembled genomes in bins/ with fa extension using 16 threads
checkm2,checkm2,checkm2_02,checkm2_02_or,original,estimate completeness and contamination of MAGs in bins/ with fna extension using 32 threads
checkm2,checkm2,checkm2_02,checkm2_02_be,beginner,How do I estimate completeness and contamination of MAGs in bins/ with fna extension using 32 threads?
checkm2,checkm2,checkm2_02,checkm2_02_st,student,I need to estimate completeness and contamination of MAGs in bins/ with fna extension using 32 threads
checkm2,checkm2,checkm2_02,checkm2_02_po,polite,Please estimate completeness and contamination of MAGs in bins/ with fna extension using 32 threads
checkm2,checkm2,checkm2_02,checkm2_02_sy,sysadmin,Use checkm2 to estimate completeness and contamination of MAGs in bins/ with fna extension using 32 threads
checkm2,checkm2,checkm2_03,checkm2_03_or,original,evaluate completeness of protein files in proteins/ predicted from metagenome-assembled genomes
checkm2,checkm2,checkm2_03,checkm2_03_be,beginner,How do I evaluate completeness of protein files in proteins/ predicted from metagenome-assembled genomes?
checkm2,checkm2,checkm2_03,checkm2_03_st,student,I need to evaluate completeness of protein files in proteins/ predicted from metagenome-assembled genomes
checkm2,checkm2,checkm2_03,checkm2_03_po,polite,Please evaluate completeness of protein files in proteins/ predicted from metagenome-assembled genomes
checkm2,checkm2,checkm2_03,checkm2_03_sy,sysadmin,Use checkm2 to evaluate completeness of protein files in proteins/ predicted from metagenome-assembled genomes
checkm2,checkm2,checkm2_04,checkm2_04_or,original,evaluate MAG quality in bins/ in low memory mode for resource-limited machines
checkm2,checkm2,checkm2_04,checkm2_04_be,beginner,How do I evaluate MAG quality in bins/ in low memory mode for resource-limited machines?
checkm2,checkm2,checkm2_04,checkm2_04_st,student,I need to evaluate MAG quality in bins/ in low memory mode for resource-limited machines
checkm2,checkm2,checkm2_04,checkm2_04_po,polite,Please evaluate MAG quality in bins/ in low memory mode for resource-limited machines
